# Source     : all
# Name       : sampledSurface
# Cells      : 559600
# Volume     : 4.859558e-09
# Scale factor: 1.000000e+00
# Time       	volIntegrateU
0.00829      	4.954753e-09 -1.295808e-12 -8.113644e-18
0.0083       	4.954756e-09 -1.284174e-12 -8.116040e-18
0.00831      	4.954759e-09 -1.273369e-12 -8.121607e-18
0.00832      	4.954762e-09 -1.263307e-12 -8.123168e-18
0.00833      	4.954765e-09 -1.254112e-12 -8.129528e-18
0.00834      	4.954767e-09 -1.245716e-12 -8.130603e-18
0.00835      	4.954770e-09 -1.238250e-12 -8.137404e-18
0.00836      	4.954773e-09 -1.231636e-12 -8.138177e-18
0.00837      	4.954776e-09 -1.225991e-12 -8.146620e-18
0.00838      	4.954778e-09 -1.221250e-12 -8.147604e-18
0.00839      	4.954781e-09 -1.217527e-12 -8.155528e-18
0.0084       	4.954783e-09 -1.214728e-12 -8.155553e-18
0.00841      	4.954786e-09 -1.212981e-12 -8.163065e-18
0.00842      	4.954788e-09 -1.212183e-12 -8.162598e-18
0.00843      	4.954791e-09 -1.212455e-12 -8.170141e-18
0.00844      	4.954793e-09 -1.213697e-12 -8.169519e-18
0.00845      	4.954796e-09 -1.216024e-12 -8.177145e-18
0.00846      	4.954798e-09 -1.219328e-12 -8.176487e-18
0.00847      	4.954801e-09 -1.223714e-12 -8.184140e-18
0.00848      	4.954803e-09 -1.229075e-12 -8.183486e-18
0.00849      	4.954805e-09 -1.235527e-12 -8.190969e-18
0.0085       	4.954807e-09 -1.242920e-12 -8.189184e-18
0.00851      	4.954810e-09 -1.251396e-12 -8.196547e-18
0.00852      	4.954812e-09 -1.260809e-12 -8.195309e-18
0.00853      	4.954814e-09 -1.271265e-12 -8.202552e-18
0.00854      	4.954816e-09 -1.282637e-12 -8.201934e-18
0.00855      	4.954818e-09 -1.295024e-12 -8.209239e-18
0.00856      	4.954820e-09 -1.308269e-12 -8.208010e-18
0.00857      	4.954822e-09 -1.322481e-12 -8.215718e-18
0.00858      	4.954824e-09 -1.337520e-12 -8.214824e-18
0.00859      	4.954826e-09 -1.353460e-12 -8.222481e-18
0.0086       	4.954828e-09 -1.370178e-12 -8.221716e-18
0.00861      	4.954830e-09 -1.387737e-12 -8.229364e-18
0.00862      	4.954832e-09 -1.405995e-12 -8.227670e-18
0.00863      	4.954834e-09 -1.425016e-12 -8.235833e-18
0.00864      	4.954836e-09 -1.444685e-12 -8.234676e-18
0.00865      	4.954838e-09 -1.465029e-12 -8.242611e-18
0.00866      	4.954840e-09 -1.485957e-12 -8.241583e-18
0.00867      	4.954842e-09 -1.507479e-12 -8.250386e-18
0.00868      	4.954843e-09 -1.529490e-12 -8.248965e-18
0.00869      	4.954845e-09 -1.551998e-12 -8.257346e-18
0.0087       	4.954847e-09 -1.574895e-12 -8.255925e-18
0.00871      	4.954848e-09 -1.598179e-12 -8.265381e-18
0.00872      	4.954850e-09 -1.621762e-12 -8.263609e-18
0.00873      	4.954852e-09 -1.645626e-12 -8.272447e-18
0.00874      	4.954853e-09 -1.669684e-12 -8.270770e-18
0.00875      	4.954855e-09 -1.693924e-12 -8.280449e-18
0.00876      	4.954856e-09 -1.718257e-12 -8.278326e-18
0.00877      	4.954858e-09 -1.742646e-12 -8.287408e-18
0.00878      	4.954860e-09 -1.767001e-12 -8.284381e-18
0.00879      	4.954861e-09 -1.791297e-12 -8.293646e-18
0.0088       	4.954863e-09 -1.815465e-12 -8.291438e-18
0.00881      	4.954864e-09 -1.839465e-12 -8.301404e-18
0.00882      	4.954866e-09 -1.863220e-12 -8.298993e-18
0.00883      	4.954867e-09 -1.886676e-12 -8.308101e-18
0.00884      	4.954868e-09 -1.909776e-12 -8.306301e-18
0.00885      	4.954870e-09 -1.932485e-12 -8.316124e-18
0.00886      	4.954871e-09 -1.954720e-12 -8.313894e-18
0.00887      	4.954873e-09 -1.976473e-12 -8.324034e-18
0.00888      	4.954874e-09 -1.997640e-12 -8.321573e-18
0.00889      	4.954875e-09 -2.018184e-12 -8.330948e-18
0.0089       	4.954877e-09 -2.038056e-12 -8.327609e-18
0.00891      	4.954878e-09 -2.057195e-12 -8.336968e-18
0.00892      	4.954879e-09 -2.075550e-12 -8.334615e-18
0.00893      	4.954881e-09 -2.093090e-12 -8.344627e-18
0.00894      	4.954882e-09 -2.109748e-12 -8.341865e-18
0.00895      	4.954883e-09 -2.125524e-12 -8.352228e-18
0.00896      	4.954884e-09 -2.140327e-12 -8.349368e-18
0.00897      	4.954885e-09 -2.154122e-12 -8.358821e-18
0.00898      	4.954887e-09 -2.166908e-12 -8.355281e-18
0.00899      	4.954888e-09 -2.178579e-12 -8.364814e-18
0.009        	4.954889e-09 -2.189186e-12 -8.360949e-18
0.00901      	4.954890e-09 -2.198609e-12 -8.370548e-18
0.00902      	4.954891e-09 -2.206915e-12 -8.366365e-18
0.00903      	4.954892e-09 -2.213981e-12 -8.375826e-18
0.00904      	4.954893e-09 -2.219843e-12 -8.372925e-18
0.00905      	4.954894e-09 -2.224454e-12 -8.383070e-18
0.00906      	4.954895e-09 -2.227828e-12 -8.378510e-18
0.00907      	4.954897e-09 -2.229888e-12 -8.388126e-18
0.00908      	4.954898e-09 -2.230669e-12 -8.384984e-18
0.00909      	4.954899e-09 -2.230137e-12 -8.395148e-18
0.0091       	4.954900e-09 -2.228326e-12 -8.390287e-18
0.00911      	4.954901e-09 -2.225152e-12 -8.399842e-18
0.00912      	4.954901e-09 -2.220679e-12 -8.396511e-18
0.00913      	4.954903e-09 -2.214866e-12 -8.406542e-18
0.00914      	4.954903e-09 -2.207775e-12 -8.401719e-18
0.00915      	4.954904e-09 -2.199309e-12 -8.411450e-18
0.00916      	4.954905e-09 -2.189615e-12 -8.406640e-18
0.00917      	4.954906e-09 -2.178556e-12 -8.416181e-18
0.00918      	4.954907e-09 -2.166294e-12 -8.411067e-18
0.00919      	4.954908e-09 -2.152722e-12 -8.421455e-18
0.0092       	4.954909e-09 -2.137946e-12 -8.416837e-18
0.00921      	4.954910e-09 -2.121937e-12 -8.426882e-18
0.00922      	4.954911e-09 -2.104773e-12 -8.422811e-18
0.00923      	4.954911e-09 -2.086424e-12 -8.432568e-18
0.00924      	4.954912e-09 -2.067020e-12 -8.427737e-18
0.00925      	4.954913e-09 -2.046459e-12 -8.437126e-18
0.00926      	4.954914e-09 -2.024946e-12 -8.432999e-18
0.00927      	4.954915e-09 -2.002352e-12 -8.441604e-18
0.00928      	4.954915e-09 -1.978868e-12 -8.437879e-18
0.00929      	4.954916e-09 -1.954417e-12 -8.446664e-18
0.0093       	4.954917e-09 -1.929164e-12 -8.443761e-18
0.00931      	4.954918e-09 -1.903070e-12 -8.452373e-18
0.00932      	4.954918e-09 -1.876301e-12 -8.449495e-18
0.00933      	4.954919e-09 -1.848770e-12 -8.457554e-18
0.00934      	4.954920e-09 -1.820671e-12 -8.455053e-18
0.00935      	4.954920e-09 -1.791946e-12 -8.463231e-18
0.00936      	4.954921e-09 -1.762777e-12 -8.460966e-18
0.00937      	4.954922e-09 -1.733102e-12 -8.468507e-18
0.00938      	4.954923e-09 -1.703101e-12 -8.467453e-18
0.00939      	4.954923e-09 -1.672732e-12 -8.473919e-18
0.0094       	4.954924e-09 -1.642164e-12 -8.474131e-18
0.00941      	4.954924e-09 -1.611370e-12 -8.478956e-18
0.00942      	4.954925e-09 -1.580514e-12 -8.480383e-18
0.00943      	4.954926e-09 -1.549577e-12 -8.483665e-18
0.00944      	4.954926e-09 -1.518727e-12 -8.486368e-18
0.00945      	4.954927e-09 -1.487934e-12 -8.488755e-18
0.00946      	4.954928e-09 -1.457370e-12 -8.492803e-18
0.00947      	4.954928e-09 -1.427012e-12 -8.494408e-18
0.00948      	4.954929e-09 -1.397019e-12 -8.498565e-18
0.00949      	4.954929e-09 -1.367346e-12 -8.498661e-18
0.0095       	4.954930e-09 -1.338193e-12 -8.503603e-18
0.00951      	4.954930e-09 -1.309520e-12 -8.502825e-18
0.00952      	4.954931e-09 -1.281509e-12 -8.508289e-18
0.00953      	4.954931e-09 -1.254120e-12 -8.506942e-18
0.00954      	4.954932e-09 -1.227523e-12 -8.512761e-18
0.00955      	4.954933e-09 -1.201691e-12 -8.511031e-18
0.00956      	4.954933e-09 -1.176818e-12 -8.516994e-18
0.00957      	4.954934e-09 -1.152794e-12 -8.513821e-18
0.00958      	4.954934e-09 -1.129853e-12 -8.519989e-18
0.00959      	4.954935e-09 -1.107919e-12 -8.517003e-18
0.0096       	4.954935e-09 -1.087177e-12 -8.523306e-18
0.00961      	4.954936e-09 -1.067541e-12 -8.520546e-18
0.00962      	4.954936e-09 -1.049196e-12 -8.527069e-18
0.00963      	4.954937e-09 -1.032079e-12 -8.524348e-18
0.00964      	4.954937e-09 -1.016370e-12 -8.530946e-18
0.00965      	4.954937e-09 -1.001988e-12 -8.528303e-18
0.00966      	4.954938e-09 -9.890995e-13 -8.534953e-18
0.00967      	4.954938e-09 -9.776378e-13 -8.532369e-18
0.00968      	4.954939e-09 -9.676885e-13 -8.540077e-18
0.00969      	4.954939e-09 -9.592522e-13 -8.537102e-18
0.0097       	4.954940e-09 -9.524334e-13 -8.544145e-18
0.00971      	4.954940e-09 -9.471616e-13 -8.541165e-18
0.00972      	4.954941e-09 -9.435693e-13 -8.548186e-18
0.00973      	4.954941e-09 -9.415753e-13 -8.545307e-18
0.00974      	4.954942e-09 -9.412957e-13 -8.552253e-18
0.00975      	4.954942e-09 -9.426622e-13 -8.549577e-18
0.00976      	4.954942e-09 -9.457298e-13 -8.557438e-18
0.00977      	4.954943e-09 -9.504554e-13 -8.554386e-18
0.00978      	4.954943e-09 -9.569087e-13 -8.561688e-18
0.00979      	4.954943e-09 -9.650160e-13 -8.558813e-18
0.0098       	4.954944e-09 -9.748499e-13 -8.565977e-18
0.00981      	4.954944e-09 -9.862847e-13 -8.562214e-18
0.00982      	4.954945e-09 -9.994354e-13 -8.569839e-18
0.00983      	4.954945e-09 -1.014190e-12 -8.566702e-18
0.00984      	4.954945e-09 -1.030600e-12 -8.574292e-18
0.00985      	4.954946e-09 -1.048585e-12 -8.571548e-18
0.00986      	4.954946e-09 -1.068142e-12 -8.579779e-18
0.00987      	4.954946e-09 -1.089219e-12 -8.576758e-18
0.00988      	4.954947e-09 -1.111803e-12 -8.584285e-18
0.00989      	4.954947e-09 -1.135817e-12 -8.581539e-18
0.0099       	4.954948e-09 -1.161235e-12 -8.589841e-18
0.00991      	4.954948e-09 -1.187995e-12 -8.586696e-18
0.00992      	4.954948e-09 -1.216083e-12 -8.594610e-18
0.00993      	4.954948e-09 -1.245417e-12 -8.591686e-18
0.00994      	4.954949e-09 -1.275961e-12 -8.600406e-18
0.00995      	4.954949e-09 -1.307648e-12 -8.597230e-18
0.00996      	4.954950e-09 -1.340435e-12 -8.605401e-18
0.00997      	4.954950e-09 -1.374191e-12 -8.601138e-18
0.00998      	4.954950e-09 -1.408915e-12 -8.609637e-18
0.00999      	4.954950e-09 -1.444501e-12 -8.606276e-18
0.01         	4.954951e-09 -1.480862e-12 -8.615482e-18
0.01001      	4.954951e-09 -1.517922e-12 -8.612115e-18
0.01002      	4.954951e-09 -1.555634e-12 -8.620475e-18
0.01003      	4.954952e-09 -1.593842e-12 -8.616232e-18
0.01004      	4.954952e-09 -1.632525e-12 -8.624590e-18
0.01005      	4.954952e-09 -1.671564e-12 -8.621291e-18
0.01006      	4.954953e-09 -1.710906e-12 -8.630570e-18
0.01007      	4.954953e-09 -1.750425e-12 -8.626742e-18
0.01008      	4.954953e-09 -1.790077e-12 -8.636417e-18
0.01009      	4.954953e-09 -1.829693e-12 -8.632305e-18
0.0101       	4.954954e-09 -1.869271e-12 -8.641178e-18
0.01011      	4.954954e-09 -1.908668e-12 -8.636497e-18
0.01012      	4.954954e-09 -1.947834e-12 -8.645588e-18
0.01013      	4.954954e-09 -1.986658e-12 -8.640419e-18
0.01014      	4.954955e-09 -2.025033e-12 -8.649661e-18
0.01015      	4.954955e-09 -2.062835e-12 -8.645563e-18
0.01016      	4.954955e-09 -2.100063e-12 -8.655456e-18
0.01017      	4.954955e-09 -2.136514e-12 -8.651100e-18
0.01018      	4.954956e-09 -2.172209e-12 -8.661272e-18
0.01019      	4.954956e-09 -2.206933e-12 -8.656684e-18
0.0102       	4.954956e-09 -2.240754e-12 -8.666958e-18
0.01021      	4.954956e-09 -2.273385e-12 -8.662267e-18
0.01022      	4.954957e-09 -2.304964e-12 -8.672622e-18
0.01023      	4.954957e-09 -2.335228e-12 -8.667812e-18
0.01024      	4.954957e-09 -2.364274e-12 -8.678125e-18
0.01025      	4.954957e-09 -2.391834e-12 -8.673297e-18
0.01026      	4.954958e-09 -2.418016e-12 -8.683498e-18
0.01027      	4.954958e-09 -2.442539e-12 -8.678710e-18
0.01028      	4.954958e-09 -2.465538e-12 -8.688654e-18
0.01029      	4.954958e-09 -2.486788e-12 -8.684007e-18
0.0103       	4.954958e-09 -2.506394e-12 -8.693807e-18
0.01031      	4.954959e-09 -2.524125e-12 -8.689288e-18
0.01032      	4.954959e-09 -2.540076e-12 -8.699197e-18
0.01033      	4.954959e-09 -2.554107e-12 -8.693303e-18
0.01034      	4.954959e-09 -2.566173e-12 -8.702745e-18
0.01035      	4.954959e-09 -2.576295e-12 -8.697094e-18
0.01036      	4.954960e-09 -2.584336e-12 -8.706201e-18
0.01037      	4.954960e-09 -2.590387e-12 -8.700918e-18
0.01038      	4.954960e-09 -2.594271e-12 -8.709645e-18
0.01039      	4.954960e-09 -2.596110e-12 -8.704404e-18
0.0104       	4.954960e-09 -2.595791e-12 -8.713775e-18
0.01041      	4.954960e-09 -2.593312e-12 -8.709271e-18
0.01042      	4.954961e-09 -2.588700e-12 -8.718127e-18
0.01043      	4.954961e-09 -2.581888e-12 -8.714269e-18
0.01044      	4.954961e-09 -2.572932e-12 -8.722890e-18
0.01045      	4.954961e-09 -2.561860e-12 -8.718580e-18
0.01046      	4.954961e-09 -2.548575e-12 -8.726738e-18
0.01047      	4.954961e-09 -2.533224e-12 -8.722808e-18
0.01048      	4.954961e-09 -2.515730e-12 -8.730956e-18
0.01049      	4.954962e-09 -2.496153e-12 -8.727942e-18
0.0105       	4.954962e-09 -2.474492e-12 -8.735626e-18
0.01051      	4.954962e-09 -2.450841e-12 -8.732715e-18
0.01052      	4.954962e-09 -2.425128e-12 -8.739932e-18
0.01053      	4.954962e-09 -2.397534e-12 -8.737694e-18
0.01054      	4.954962e-09 -2.368017e-12 -8.744136e-18
0.01055      	4.954962e-09 -2.336673e-12 -8.743069e-18
0.01056      	4.954962e-09 -2.303503e-12 -8.747877e-18
0.01057      	4.954963e-09 -2.268671e-12 -8.748016e-18
0.01058      	4.954963e-09 -2.232141e-12 -8.752177e-18
0.01059      	4.954963e-09 -2.194091e-12 -8.753463e-18
0.0106       	4.954963e-09 -2.154507e-12 -8.756357e-18
0.01061      	4.954963e-09 -2.113531e-12 -8.758077e-18
0.01062      	4.954963e-09 -2.071234e-12 -8.759539e-18
0.01063      	4.954963e-09 -2.027699e-12 -8.762329e-18
0.01064      	4.954963e-09 -1.982974e-12 -8.762709e-18
0.01065      	4.954964e-09 -1.937193e-12 -8.765900e-18
0.01066      	4.954964e-09 -1.890435e-12 -8.765437e-18
0.01067      	4.954964e-09 -1.842845e-12 -8.769157e-18
0.01068      	4.954964e-09 -1.794465e-12 -8.767964e-18
0.01069      	4.954964e-09 -1.745426e-12 -8.771880e-18
0.0107       	4.954964e-09 -1.695801e-12 -8.770669e-18
0.01071      	4.954964e-09 -1.645807e-12 -8.776205e-18
0.01072      	4.954964e-09 -1.595465e-12 -8.775060e-18
0.01073      	4.954964e-09 -1.544936e-12 -8.780039e-18
0.01074      	4.954964e-09 -1.494265e-12 -8.777910e-18
0.01075      	4.954965e-09 -1.443663e-12 -8.782690e-18
0.01076      	4.954964e-09 -1.393128e-12 -8.780188e-18
0.01077      	4.954965e-09 -1.342858e-12 -8.785000e-18
0.01078      	4.954965e-09 -1.292951e-12 -8.782452e-18
0.01079      	4.954965e-09 -1.243588e-12 -8.787395e-18
0.0108       	4.954965e-09 -1.194796e-12 -8.784838e-18
0.01081      	4.954965e-09 -1.146744e-12 -8.789816e-18
0.01082      	4.954965e-09 -1.099458e-12 -8.786527e-18
0.01083      	4.954965e-09 -1.053212e-12 -8.792020e-18
0.01084      	4.954965e-09 -1.007976e-12 -8.788845e-18
0.01085      	4.954965e-09 -9.639727e-13 -8.794365e-18
0.01086      	4.954965e-09 -9.212146e-13 -8.791181e-18
0.01087      	4.954965e-09 -8.799343e-13 -8.796729e-18
0.01088      	4.954965e-09 -8.401150e-13 -8.793762e-18
0.01089      	4.954966e-09 -8.019898e-13 -8.799256e-18
0.0109       	4.954966e-09 -7.654618e-13 -8.795625e-18
0.01091      	4.954966e-09 -7.308572e-13 -8.801529e-18
0.01092      	4.954966e-09 -6.980788e-13 -8.798428e-18
0.01093      	4.954966e-09 -6.673592e-13 -8.804123e-18
0.01094      	4.954966e-09 -6.386926e-13 -8.801387e-18
0.01095      	4.954966e-09 -6.122669e-13 -8.807043e-18
0.01096      	4.954966e-09 -5.879564e-13 -8.803681e-18
0.01097      	4.954966e-09 -5.660163e-13 -8.809667e-18
0.01098      	4.954966e-09 -5.464052e-13 -8.806983e-18
0.01099      	4.954966e-09 -5.292955e-13 -8.812759e-18
0.011        	4.954966e-09 -5.146742e-13 -8.810352e-18
0.01101      	4.954966e-09 -5.026020e-13 -8.816867e-18
0.01102      	4.954966e-09 -4.931448e-13 -8.814186e-18
0.01103      	4.954966e-09 -4.863545e-13 -8.820224e-18
0.01104      	4.954966e-09 -4.822349e-13 -8.817934e-18
0.01105      	4.954967e-09 -4.808506e-13 -8.823874e-18
0.01106      	4.954967e-09 -4.821331e-13 -8.820881e-18
0.01107      	4.954967e-09 -4.862121e-13 -8.827058e-18
0.01108      	4.954967e-09 -4.930230e-13 -8.824748e-18
0.01109      	4.954967e-09 -5.026426e-13 -8.830793e-18
0.0111       	4.954967e-09 -5.149702e-13 -8.827749e-18
0.01111      	4.954967e-09 -5.300957e-13 -8.834030e-18
0.01112      	4.954967e-09 -5.479661e-13 -8.831697e-18
0.01113      	4.954967e-09 -5.685152e-13 -8.838716e-18
0.01114      	4.954967e-09 -5.917969e-13 -8.836228e-18
0.01115      	4.954967e-09 -6.177567e-13 -8.842542e-18
0.01116      	4.954967e-09 -6.462903e-13 -8.839327e-18
0.01117      	4.954967e-09 -6.774207e-13 -8.845830e-18
0.01118      	4.954967e-09 -7.111041e-13 -8.843415e-18
0.01119      	4.954967e-09 -7.471808e-13 -8.850564e-18
0.0112       	4.954967e-09 -7.856892e-13 -8.848123e-18
0.01121      	4.954968e-09 -8.265166e-13 -8.854658e-18
0.01122      	4.954968e-09 -8.696004e-13 -8.851373e-18
0.01123      	4.954968e-09 -9.148565e-13 -8.857919e-18
0.01124      	4.954968e-09 -9.622229e-13 -8.855630e-18
0.01125      	4.954968e-09 -1.011492e-12 -8.862783e-18
0.01126      	4.954968e-09 -1.062726e-12 -8.860019e-18
0.01127      	4.954968e-09 -1.115686e-12 -8.867528e-18
0.01128      	4.954968e-09 -1.170362e-12 -8.864879e-18
0.01129      	4.954968e-09 -1.226579e-12 -8.871798e-18
0.0113       	4.954968e-09 -1.284249e-12 -8.868918e-18
0.01131      	4.954968e-09 -1.343255e-12 -8.875807e-18
0.01132      	4.954968e-09 -1.403491e-12 -8.872208e-18
0.01133      	4.954968e-09 -1.464772e-12 -8.879344e-18
0.01134      	4.954968e-09 -1.526968e-12 -8.875641e-18
0.01135      	4.954969e-09 -1.589968e-12 -8.882818e-18
0.01136      	4.954968e-09 -1.653652e-12 -8.879073e-18
0.01137      	4.954969e-09 -1.717805e-12 -8.886397e-18
0.01138      	4.954969e-09 -1.782299e-12 -8.883768e-18
0.01139      	4.954969e-09 -1.846987e-12 -8.891789e-18
0.0114       	4.954969e-09 -1.911799e-12 -8.887641e-18
0.01141      	4.954969e-09 -1.976532e-12 -8.895563e-18
0.01142      	4.954969e-09 -2.041061e-12 -8.891131e-18
0.01143      	4.954969e-09 -2.105140e-12 -8.898954e-18
0.01144      	4.954969e-09 -2.168734e-12 -8.893975e-18
0.01145      	4.954969e-09 -2.231653e-12 -8.902789e-18
0.01146      	4.954969e-09 -2.293761e-12 -8.898340e-18
0.01147      	4.954969e-09 -2.354854e-12 -8.907518e-18
0.01148      	4.954969e-09 -2.414823e-12 -8.903171e-18
0.01149      	4.954969e-09 -2.473562e-12 -8.911734e-18
0.0115       	4.954969e-09 -2.530821e-12 -8.907497e-18
0.01151      	4.954969e-09 -2.586575e-12 -8.915905e-18
0.01152      	4.954969e-09 -2.640591e-12 -8.911933e-18
0.01153      	4.954970e-09 -2.692816e-12 -8.920555e-18
0.01154      	4.954970e-09 -2.743078e-12 -8.915454e-18
0.01155      	4.954970e-09 -2.791164e-12 -8.923628e-18
0.01156      	4.954970e-09 -2.837078e-12 -8.919032e-18
0.01157      	4.954970e-09 -2.880552e-12 -8.926726e-18
0.01158      	4.954970e-09 -2.921652e-12 -8.922286e-18
0.01159      	4.954970e-09 -2.960091e-12 -8.930289e-18
0.0116       	4.954970e-09 -2.995843e-12 -8.926519e-18
0.01161      	4.954970e-09 -3.028771e-12 -8.934488e-18
0.01162      	4.954970e-09 -3.058873e-12 -8.930472e-18
0.01163      	4.954970e-09 -3.085881e-12 -8.937906e-18
0.01164      	4.954970e-09 -3.109922e-12 -8.934395e-18
0.01165      	4.954970e-09 -3.130748e-12 -8.941656e-18
0.01166      	4.954970e-09 -3.148350e-12 -8.938868e-18
0.01167      	4.954970e-09 -3.162647e-12 -8.945367e-18
0.01168      	4.954970e-09 -3.173673e-12 -8.942922e-18
0.01169      	4.954970e-09 -3.181174e-12 -8.949236e-18
0.0117       	4.954970e-09 -3.185377e-12 -8.948048e-18
0.01171      	4.954970e-09 -3.185960e-12 -8.952935e-18
0.01172      	4.954970e-09 -3.183182e-12 -8.952675e-18
0.01173      	4.954970e-09 -3.176764e-12 -8.956055e-18
0.01174      	4.954970e-09 -3.166837e-12 -8.956736e-18
0.01175      	4.954970e-09 -3.153374e-12 -8.958680e-18
0.01176      	4.954970e-09 -3.136404e-12 -8.960678e-18
0.01177      	4.954970e-09 -3.115860e-12 -8.961687e-18
0.01178      	4.954970e-09 -3.091921e-12 -8.964679e-18
0.01179      	4.954970e-09 -3.064452e-12 -8.964878e-18
0.0118       	4.954970e-09 -3.033611e-12 -8.967947e-18
0.01181      	4.954970e-09 -2.999303e-12 -8.966880e-18
0.01182      	4.954971e-09 -2.961684e-12 -8.970530e-18
0.01183      	4.954970e-09 -2.920742e-12 -8.968463e-18
0.01184      	4.954971e-09 -2.876656e-12 -8.972722e-18
0.01185      	4.954970e-09 -2.829428e-12 -8.970379e-18
0.01186      	4.954971e-09 -2.779213e-12 -8.974669e-18
0.01187      	4.954970e-09 -2.726009e-12 -8.971912e-18
0.01188      	4.954971e-09 -2.669995e-12 -8.976120e-18
0.01189      	4.954970e-09 -2.611181e-12 -8.972811e-18
0.0119       	4.954971e-09 -2.549790e-12 -8.977079e-18
0.01191      	4.954970e-09 -2.485824e-12 -8.973930e-18
0.01192      	4.954970e-09 -2.419578e-12 -8.978952e-18
0.01193      	4.954970e-09 -2.351051e-12 -8.975629e-18
0.01194      	4.954970e-09 -2.280526e-12 -8.980110e-18
0.01195      	4.954970e-09 -2.208027e-12 -8.976316e-18
0.01196      	4.954970e-09 -2.133733e-12 -8.980753e-18
0.01197      	4.954970e-09 -2.057773e-12 -8.976733e-18
0.01198      	4.954970e-09 -1.980392e-12 -8.981404e-18
0.01199      	4.954970e-09 -1.901612e-12 -8.977686e-18
0.012        	4.954970e-09 -1.821755e-12 -8.982319e-18
0.01201      	4.954970e-09 -1.740873e-12 -8.978549e-18
0.01202      	4.954970e-09 -1.659301e-12 -8.982954e-18
0.01203      	4.954970e-09 -1.577003e-12 -8.978174e-18
0.01204      	4.954970e-09 -1.494339e-12 -8.982808e-18
0.01205      	4.954970e-09 -1.411362e-12 -8.978517e-18
0.01206      	4.954970e-09 -1.328417e-12 -8.982937e-18
0.01207      	4.954970e-09 -1.245580e-12 -8.978965e-18
0.01208      	4.954970e-09 -1.163230e-12 -8.983331e-18
0.01209      	4.954970e-09 -1.081295e-12 -8.978635e-18
0.0121       	4.954970e-09 -1.000166e-12 -8.983214e-18
0.01211      	4.954970e-09 -9.199090e-13 -8.979275e-18
0.01212      	4.954970e-09 -8.408807e-13 -8.983743e-18
0.01213      	4.954970e-09 -7.631338e-13 -8.979967e-18
0.01214      	4.954970e-09 -6.868724e-13 -8.985281e-18
0.01215      	4.954970e-09 -6.122640e-13 -8.981148e-18
0.01216      	4.954970e-09 -5.396409e-13 -8.985858e-18
0.01217      	4.954970e-09 -4.690396e-13 -8.981989e-18
0.01218      	4.954970e-09 -4.006496e-13 -8.987519e-18
0.01219      	4.954970e-09 -3.346323e-13 -8.983414e-18
0.0122       	4.954970e-09 -2.712347e-13 -8.988395e-18
0.01221      	4.954970e-09 -2.105687e-13 -8.984647e-18
0.01222      	4.954970e-09 -1.529166e-13 -8.989575e-18
0.01223      	4.954970e-09 -9.817818e-14 -8.985039e-18
0.01224      	4.954970e-09 -4.678331e-14 -8.990229e-18
0.01225      	4.954969e-09 1.328136e-15 -8.986514e-18
0.01226      	4.954970e-09 4.589444e-14 -8.991612e-18
0.01227      	4.954969e-09 8.698181e-14 -8.987172e-18
0.01228      	4.954970e-09 1.241865e-13 -8.992531e-18
0.01229      	4.954969e-09 1.575687e-13 -8.988797e-18
0.0123       	4.954970e-09 1.869948e-13 -8.994929e-18
0.01231      	4.954969e-09 2.123612e-13 -8.991198e-18
0.01232      	4.954969e-09 2.335387e-13 -8.996698e-18
0.01233      	4.954969e-09 2.504715e-13 -8.993435e-18
0.01234      	4.954969e-09 2.631669e-13 -8.999602e-18
0.01235      	4.954969e-09 2.714817e-13 -8.996185e-18
0.01236      	4.954969e-09 2.753581e-13 -9.001895e-18
0.01237      	4.954969e-09 2.748832e-13 -8.998010e-18
0.01238      	4.954969e-09 2.698078e-13 -9.003802e-18
0.01239      	4.954969e-09 2.602477e-13 -9.000590e-18
0.0124       	4.954969e-09 2.461874e-13 -9.007017e-18
0.01241      	4.954969e-09 2.275847e-13 -9.003991e-18
0.01242      	4.954970e-09 2.043805e-13 -9.009957e-18
0.01243      	4.954969e-09 1.767960e-13 -9.006303e-18
0.01244      	4.954970e-09 1.446217e-13 -9.012406e-18
0.01245      	4.954969e-09 1.081698e-13 -9.008538e-18
0.01246      	4.954970e-09 6.723122e-14 -9.014605e-18
0.01247      	4.954970e-09 2.202353e-14 -9.011610e-18
0.01248      	4.954970e-09 -2.742849e-14 -9.018077e-18
0.01249      	4.954970e-09 -8.105556e-14 -9.014934e-18
0.0125       	4.954970e-09 -1.387359e-13 -9.021666e-18
0.01251      	4.954970e-09 -2.004121e-13 -9.018652e-18
0.01252      	4.954970e-09 -2.659811e-13 -9.025222e-18
0.01253      	4.954970e-09 -3.352740e-13 -9.021866e-18
0.01254      	4.954970e-09 -4.081557e-13 -9.028818e-18
0.01255      	4.954970e-09 -4.844662e-13 -9.025674e-18
0.01256      	4.954970e-09 -5.640718e-13 -9.032241e-18
0.01257      	4.954970e-09 -6.468397e-13 -9.029003e-18
0.01258      	4.954970e-09 -7.326289e-13 -9.035815e-18
0.01259      	4.954970e-09 -8.211848e-13 -9.032288e-18
0.0126       	4.954970e-09 -9.123584e-13 -9.040177e-18
0.01261      	4.954970e-09 -1.005797e-12 -9.035219e-18
0.01262      	4.954970e-09 -1.101542e-12 -9.042401e-18
0.01263      	4.954970e-09 -1.199295e-12 -9.038572e-18
0.01264      	4.954970e-09 -1.298985e-12 -9.046650e-18
